time	count
7483348.00	0.00
7483418.00	0.25
7483421.00	0.00
7484010.00	0.25
7484014.00	0.00
7484123.00	0.25
7484142.00	0.00
7484168.00	0.25
7484171.00	0.00
7484241.00	0.25
7484244.00	0.00
7484308.00	0.25
7484311.00	0.00
7484380.00	0.25
7484388.00	0.00
7484456.00	0.25
7484459.00	0.00
7484523.00	0.25
7484526.00	0.00
7484591.00	0.25
7484594.00	0.00
7484660.00	0.25
7484662.00	0.00
7484728.00	0.25
7484735.00	0.00
7484797.00	0.25
7484800.00	0.00
7484868.00	0.25
7484871.00	0.00
7484934.00	0.25
7484937.00	0.00
7485013.00	0.25
7485016.00	0.00
7485079.00	0.25
7485084.00	0.00
7485156.00	0.25
7485162.00	0.00
7485719.00	0.25
7485722.00	0.00
7485803.00	0.25
7485806.00	0.00
7485874.00	0.25
7485878.00	0.00
7485946.00	0.25
7485949.00	0.00
7486019.00	0.25
7486026.00	0.00
7486088.00	0.25
7486091.00	0.00
7486161.00	0.25
7486164.00	0.00
7486227.00	0.25
7486230.00	0.00
7486299.00	0.25
7486302.00	0.00
7486365.00	0.25
7486368.00	0.00
